,rating,review
3461,5,ALL FOOD VERY VERY GOOD 
3462,5,the test of very nice 
3463,5,nice
3464,3,"few manchuriyan was not cooked properly few were as it is, Noodle it was good but not as per expected and Special Veg. cheese pulao it was like eating fried rice also rice was steamed well don't know what was special in it. 😕"
3465,5,i asked in instructions that please don't add garlic even though daal is full of garlic. just check above photos.<br/><br/>This is very ridiculous.
3466,4,khas test nhi tha
3467,1,Best Manchurian in this price range 🔥🔥🔥🔥🔥🔥
3468,4,good
3469,1,good 
3470,1,noodles taste not proper<br/>
3471,1,dal bati best but maysur masala not
3472,1,it is not crunchy.. 
3473,5,no cheese i want my refund... this is horrible experience ... i paid for veg cheese toast sandwich n they send me this
3474,3,Worst sabdwich ever
3475,5,very bad food  Money wast 
3476,1,Pieces are very small. I don’t recommend.
3477,1,Late delivery
3478,4,Overall bad experience <br/>Need refund plz
3479,5,very very very late delivered 
3480,3,I have eaten biscuit pie from different restaurant this was the worst till now. never had such a bad biscuit pie
3481,1,The food was very badly cooked. The chips were soggy and like there just 5<br/>The chesse chilli toast had no chilly or cheese
3482,4,worst
3483,4,good 
3484,1,even after informing. side items not sent according to instruction.
3485,1,food quality is soo bad. 
3486,5,I just realised i never recieve coco
3487,1,After complain restaurant was not attending call
3488,5,never never going to order any food or snacks from Greenees quality wise horrible . taste wise horrible and packing wise horrible . I don't understand how Zomato started losing credit by merchandise such clients .
3489,1,Everytime the same instructions are given but they don’t follow it
3490,1,Green chutney not enough quantity in proportion to the quantity of the idli ordered.
3491,3,2 scoops of icecream were missing. restaurant says it is given to the rider and rider says it isn't given by the restaurant. 
3492,1,the delivery was very good and the delivery man was very polite and humble and kind person his help would be appreciated 
3493,1,Ver bad service
3494,1,"poor delivery , the ice cream is all spoilt n spilled"
3495,3,Literally the best boba I’ve had! Thank you so much!!!
3496,5,Dr. Bubbles always gives the expected tast 😋...it is always my favorite.
3497,3,too sweet.. cant drink
3498,5,Dr. Bubbles is my all time favorite...😍😍😍
3499,5,Change taste
3500,1,I like him
3501,3,very poor 
3502,1,Osma test best Peking fast delivery tandoori best itme best combo best offer and disconnect best test
3503,2,It was so dry .Not as per original shushi
3504,5,sushi was not vegetarian it was nonveg
3505,3,First of all. All those who are saying the taste is shit. I will say you guys don’t know what food should be of what taste. Ramen was good and was made as per the specifications which we asked for. Super taste and black ramen was the best of all. Haven’t tasted anything like that in surat till now. Banana brownies is something you can’t deny here! Must visit! Sushi was good too. Perfectly made with cheese and everything! Overall very good experience!! <br/>
3506,1,they sent me chopsticks but no spoon or tissue 
3507,3,today's order totally ruined the mood and feels like waste of lot of money. 
3508,5,very bad taste 
3509,4,very bad taste .
3510,5,its not a Korean fried rice it's said made with kimchi but it doesn't have a kimchi and doesn't look like what i show in a pic and taste sour very bad Expiriance. 
3511,5,The container was leaking
3512,5,taste was not gud
3513,1,"I just want to say that ""Best Frankie In the Area"". I want to say that Frankie is the best in town but I haven't tasted them all so I'll say that the best Frankie in town. Go there and visit. Ordering online is not recommended as this is the item you like to eat hot. I have been going there since they used to sell mini stall."
3514,1,on time very good
3515,5,good delivery boy
3516,1,too cold
3517,4,no testy
3518,2,Nice food
3519,2,nice service
3520,5,Very very very tasty in taste......I just amazing just try their tandoori mayo pav you will definitely loved it.....<br/>
3521,4,not good quality only cobige and onion inside i not odering next time .
3522,2,very bed
3523,5,Definitely not ordering again
3524,2,Not satisfied as because no cheese in Maggie no extra chill flakes origano
3525,5,good test
3526,3,Itna Ganda Vada pav mene pehle kabhi nai khaya.burger ke bread me Vada pav de diya or iise bakvas taste puri dunya me kahi nahi hoga.
3527,1,"The restaurant took too much time to prepare the food. when I received my order, the quantity of the items was very less &amp; the price of the items was very high (like a 5 star restaurant). The taste of the items was average not up to the mark.<br/>I will not recommend it to anyone for ordering food from this restaurant because it's very expensive foods &amp; quantity and taste of the foods are bad."
3528,1,i ordered Cheese Maggie and they send me Simple Maggi and i jave paid for Cheese Maggie 
3529,1,bekar vadapav mirchi b nahi dete
3530,1,taste quality quantity everything worst never order again 
3531,1,even not able to consume it because of very third class packing.. tea should be hot... please deliver the things if you can handle it....
3532,3,Fsat dilvre nice 
3533,1,it's the worst place I ordered food from &amp; I paid 350rs &amp; it's a complete waste. The taste is also pathetic.
3534,1,"worst packaging , worst taste n quality"
3535,1,quantity is too less. salt &amp; paper not proper.
3536,1,not elaichi 
3537,2,Very good taste of chesse grill sandwich very different recipe <br/><br/>Blue curraco mojito was awsome<br/><br/>All waffles are very best<br/><br/>Paneer tikka pizza is awsome <br/><br/>Cold coffee ice cream is their fresh and live coffee making<br/><br/>Masala chai is top of the world
3538,1,cool
3539,1,its not a grill sandwich... its a normal toast sandwich 
3540,1,delivery boy bad behaviour <br/> I sand you call recording 
3541,1,some veggies should include jst bcz it's bugger 
3542,5,Not test full par dilevrey boy nice
3543,4,nice &amp; delisios <br/>but packing not good
3544,1,A little expensive according to size &amp; quantity
3545,1,Make pizza large
3546,5,"delevery has super fast, but pizza has not cheesy i give numbers on this order test is 100 out of 80 , all over nice delevery customer is happy 😊"
3547,1,It is cheesy and good in taste
3548,1,please zomato location update karo
3549,1,Make pizza large
3550,3,"delevery has super fast, but pizza has not cheesy i give numbers on this order test is 100 out of 80 , all over nice delevery customer is happy 😊"
3551,2,It is cheesy and good in taste
3552,1,please zomato location update karo
3553,1,Make pizza large
3554,1,"delevery has super fast, but pizza has not cheesy i give numbers on this order test is 100 out of 80 , all over nice delevery customer is happy 😊"
3555,3,It is cheesy and good in taste
3556,1,please zomato location update karo
3557,5,Make pizza large
3558,1,"delevery has super fast, but pizza has not cheesy i give numbers on this order test is 100 out of 80 , all over nice delevery customer is happy 😊"
3559,5,It is cheesy and good in taste
3560,5,please zomato location update karo
3561,5,Make pizza large
3562,2,"delevery has super fast, but pizza has not cheesy i give numbers on this order test is 100 out of 80 , all over nice delevery customer is happy 😊"
3563,1,It is cheesy and good in taste
3564,1,please zomato location update karo
3565,3,Make pizza large
3566,5,"delevery has super fast, but pizza has not cheesy i give numbers on this order test is 100 out of 80 , all over nice delevery customer is happy 😊"
3567,1,It is cheesy and good in taste
3568,5,please zomato location update karo
3569,5,Make pizza large
3570,1,"delevery has super fast, but pizza has not cheesy i give numbers on this order test is 100 out of 80 , all over nice delevery customer is happy 😊"
3571,5,It is cheesy and good in taste
3572,1,please zomato location update karo
3573,5,Make pizza large
3574,3,"delevery has super fast, but pizza has not cheesy i give numbers on this order test is 100 out of 80 , all over nice delevery customer is happy 😊"
3575,5,It is cheesy and good in taste
3576,1,please zomato location update karo
3577,5,Make pizza large
3578,1,"delevery has super fast, but pizza has not cheesy i give numbers on this order test is 100 out of 80 , all over nice delevery customer is happy 😊"
3579,5,It is cheesy and good in taste
3580,1,please zomato location update karo
3581,5,Make pizza large
3582,3,"delevery has super fast, but pizza has not cheesy i give numbers on this order test is 100 out of 80 , all over nice delevery customer is happy 😊"
3583,5,It is cheesy and good in taste
3584,1,please zomato location update karo
3585,5,Make pizza large
3586,1,"delevery has super fast, but pizza has not cheesy i give numbers on this order test is 100 out of 80 , all over nice delevery customer is happy 😊"
3587,3,It is cheesy and good in taste
3588,1,please zomato location update karo
3589,1,Make pizza large
3590,1,"delevery has super fast, but pizza has not cheesy i give numbers on this order test is 100 out of 80 , all over nice delevery customer is happy 😊"
3591,1,It is cheesy and good in taste
3592,3,please zomato location update karo
3593,1,My all time favorite 
3594,5,superb preparetion... n owner is supportive... as per instruction they have given... I think this the best ... at least once try food 
3595,5,less salt
3596,4,East or west level 1 best
3597,5,fried rice was awesome it can be tasted again 😋 👌 
3598,1,superb👌
3599,5,very poor packing.<br/>the soup is cold<br/>this is pathetic 
3600,1,osm
3601,2,Zero Stars Nathi avta baki te apu  khavama vegetable ma thi smell ave che zero star 🙅‍♂️
3602,4,This is actually don't acceptable. I am not happy with this packing. It's disgusting.
3603,5,so tasty 😋😋😋<br/>it was amazing taste. we liked it 
3604,1,very good 
3605,5,pathetic taste of chutney
3606,1,nice
3607,1,chutney is very bad 🤢
3608,1,good
3609,5,taste less and stale food
3610,5,price ke hisaab jesa hona chahiye vesa nahi he delivery bhi late dono ko improve kariye
3611,5,best SARVICE
3612,5,bad packaging with spilling issue
